date,max_temperature,min_temperature,avg_relative_humidity,avg_dew_point,avg_wind_speed,avg_pressure_sea,avg_pressure_station,precipitation,rain,snow,avg_temperature
2021-02-10,-5.3,-13.2,63,-14.6,15,102.77,100.57,0,0,0,-9.25
2021-02-09,-2.7,-11.4,69.5,-13.2,12,102.54,100.34,1,0,1.2,-7.05
2021-02-08,-6.5,-13.4,66,-14.9,13,102.7,100.47,0.2,0,0.4,-9.94
2021-02-07,-6.2,-13.3,70,-14.1,18,101.91,99.72,0.6,0,0.6,-9.75
2021-02-06,-6,-9.4,66.5,-12.9,21,101.22,99.04,0,0,0,-7.7
2021-02-05,1.7,-8,78.5,-6.7,32.5,99.91,97.78,5.2,2.8,2.4,-3.15
2021-02-04,4.3,-7.2,60.5,-6.5,13.5,100.87,98.73,1.4,0,1.4,-1.45
2021-02-03,0.6,-6.3,59.5,-10.3,33.5,101.13,98.99,0,0,0,-2.85
2021-02-02,-0.9,-9.6,61.5,-11.2,32.5,101.35,99.18,0,0,0,-5.25
2021-02-01,-3.7,-11.3,57.5,-14.7,20,101.97,99.78,0,0,0,-7.5
2021-01-31,-5.2,-10.6,67,-11.9,19,102.37,100.18,0,0,0,-7.9
2021-01-30,-2.2,-13.8,68.5,-12.2,6,102.81,100.6,0,0,0,-8
2021-01-29,-7.1,-14.6,71,-15,14,102.78,100.57,0.2,0,0.2,-10.85
2021-01-28,-7.8,-13.8,65.5,-14.6,26.5,102.88,100.67,0,0,0,-10.8
2021-01-27,-3.3,-10.2,73,-9.9,21,102.17,100,0,0,0,-6.75
2021-01-26,-0.5,-4.6,84.5,-5.1,20,101.14,99,7.4,0.2,9.2,-2.54
2021-01-25,1.9,-3.7,71.5,-5.8,7.5,101.92,99.76,0,0,0,-0.9
2021-01-24,-2.7,-7.2,67,-9.2,6,102.44,100.26,0,0,0,-4.95
2021-01-23,-4.8,-12.6,62,-13.7,21.5,102.32,100.13,0,0,0,-8.69
2021-01-22,1,-7.8,73,-6.9,26.5,100.88,98.74,0.4,0,0.4,-3.4
2021-01-21,3.1,-1.8,71,-4.6,23,100.26,98.13,0.2,0,0.2,0.65
2021-01-20,-2.2,-7.7,67.5,-9.8,21,101.46,99.29,0,0,0,-4.95
2021-01-19,-0.1,-3.5,74.5,-5.9,23,101.51,99.37,0.6,0,0.6,-1.8
2021-01-18,0.9,-4.6,79.5,-4.7,8.5,100.88,98.74,0,0,0,-1.85
2021-01-17,4.2,-2.7,75,-2.6,19.5,100.08,97.97,0.6,0,0.6,0.75
2021-01-16,4.7,-2.6,79.5,-2.2,18.5,100.09,97.99,0,0,0,1.05
2021-01-15,5.6,1.2,85.5,0.9,19.5,100.72,98.61,5,5,0,3.4
2021-01-14,4.6,-0.8,80,0.2,12,100.87,98.74,0,0,0,1.9
2021-01-13,3.1,-1.4,83.5,-1.8,13,101.16,99.03,0,0,0,0.85
2021-01-12,-1.2,-2.1,82.5,-4,16.5,101.86,99.71,0,0,0,-1.65
2021-01-11,0.2,-6.1,79.5,-5.2,15.5,102.3,100.14,0,0,0,-2.95
2021-01-10,1.9,-5.6,79,-5.2,12.5,102.53,100.37,0,0,0,-1.85
2021-01-09,3.3,-4.3,54.5,-9.3,18,102.21,100.04,0,0,0,-0.5
2021-01-08,-3.5,-9.3,73.5,-9.9,15,102.32,100.14,0,0,0,-6.4
2021-01-07,-0.6,-7.1,68.5,-7.5,17.5,102.67,100.5,0,0,0,-3.84
2021-01-06,2,-1.2,76,-3.5,23,102.35,100.19,0.2,0,0.2,0.4
2021-01-05,1,-0.1,87.5,-1.5,9,101.7,99.56,0.2,0,0.2,0.45
2021-01-04,1.1,-0.8,86.5,-1.4,7,101.63,99.49,0,0,0,0.15
2021-01-03,1.1,-0.8,91,-1.2,10.5,101.56,99.42,1.6,0,1.4,0.15
2021-01-02,1.2,-2.5,85,-1.6,14.5,101.36,99.22,6.8,3.8,4,-0.65
2021-01-01,1.6,-4.1,80.5,-2.7,14.5,102.01,99.86,8,5.4,3,-1.24
2020-12-31,1.5,-3,70,-5.2,22,102.13,99.97,0,0,0,-0.75
2020-12-30,5.1,-3.7,79,-2.8,19.5,101.83,99.68,3.2,1.6,1.6,0.69
2020-12-29,-1.2,-5.6,65,-9.3,14.5,102.94,100.76,0,0,0,-3.4
2020-12-28,4.4,-3.6,78.5,-2.2,27,101.44,99.3,5.2,5,0.2,0.4
2020-12-27,2.5,-3.7,79.5,-3,14,101.52,99.36,1,0.8,0.2,-0.6
2020-12-26,-2.5,-5.5,83.5,-6.4,27,100.83,98.69,1.6,0,1.6,-4
2020-12-25,-0.4,-5.4,82.5,-5.3,29,99.95,97.83,8,0,8.6,-2.9
2020-12-24,9.6,-2.8,88,1.7,20.5,100.5,98.4,12.4,6.8,4.4,3.4
2020-12-23,6.3,0.5,72,-1,14,101.62,99.49,1.8,1.8,0,3.4
2020-12-22,2.7,-0.8,78,-2.8,28,101.39,99.26,0,0,0,0.95
2020-12-21,4.3,-1.3,83,-1.4,8.5,100.67,98.56,0.2,0.2,0,1.5
2020-12-20,5,-0.4,85.5,-0.4,16,101.28,99.14,1.2,1.2,0,2.29
2020-12-19,2.5,-2,85,-2.7,9,102.22,100.06,2.2,0.4,1.8,0.25
2020-12-18,-1.3,-9.7,53.5,-12.1,7.5,102.84,100.64,0,0,0,-5.5
2020-12-17,-2.7,-8,72.5,-10.3,12.5,102.19,100.01,0.6,0,0.6,-5.35
2020-12-16,-5.6,-8.7,66.5,-13.3,22.5,102.46,100.27,1.4,0,1.4,-7.15
2020-12-15,-2.4,-7.7,65,-10.8,16.5,102.67,100.49,0.2,0,0.2,-5.05
2020-12-14,1.7,-2.5,66.5,-6.1,25.5,101.78,99.63,0,0,0,-0.4
2020-12-13,5.1,-0.6,77,-0.6,21.5,101.33,99.19,0,0,0,2.25
2020-12-12,9.1,3.4,89.5,4.1,20.5,101.09,98.99,8,8,0,6.25
2020-12-11,9.4,0.8,83,2.1,12,101.67,99.55,0,0,0,5.1
2020-12-10,5.9,0.9,81.5,0.8,13,101.64,99.5,0,0,0,3.4
2020-12-09,4.4,0.1,84.5,-0.4,20.5,100.82,98.69,4,0.2,4.2,2.25
2020-12-01,-0.1,-2.2,85,-3.5,30,100.18,98.06,8.4,0,9.8,-1.15
2020-11-30,5.5,-0.9,81.5,0.6,20.5,100.41,98.31,22,20.6,1.4,2.29
2020-11-29,10.8,0.7,67.5,0.2,15.5,101.42,99.3,0,0,0,5.75
2020-11-28,7,1.8,68.5,-0.4,19,101.58,99.46,0,0,0,4.4
2020-11-27,7.8,4.9,78,3.2,13,101.66,99.54,0,0,0,6.35
2020-11-26,11.9,6.6,90,6.4,14.5,101.31,99.2,1.2,1.2,0,9.25
2020-11-25,8.3,1.3,92,4.5,10,101.58,99.45,6.8,6.8,0,4.8
2020-11-24,2.1,-1.7,82,-2.9,14.5,102.61,100.45,1,0,1,0.2
2020-11-23,3.5,-4.2,84.5,-1.8,18,102.03,99.88,0,0,0,-0.35
2020-11-22,1.9,-1,79,-3.1,17,102.41,100.26,19.4,0,19.4,0.44
2020-11-21,6,0.3,61.5,-2.6,18,103.02,100.88,0,0,0,3.15
2020-11-20,17.8,6.1,58,2.8,22.5,102.18,100.08,0,0,0,11.95
2020-11-19,15,1.5,57,-1.2,22,102.17,100.03,0,0,0,8.25
2020-11-18,1.5,-6.2,69,-6.5,7,103.2,101.01,0,0,0,-2.35
2020-11-17,3,-5.4,61.5,-6.3,29.5,102.12,99.97,0.6,0,0.6,-1.2
2020-11-16,4.1,1.1,69,-1.9,30.5,100.99,98.89,0.2,0.2,0,2.59
2020-11-15,13.2,3.1,76,3.9,36,100.39,98.31,10.4,10.4,0,8.15
2020-11-14,7.6,0.1,61,-2.2,15,102.03,99.9,0,0,0,3.84
2020-11-13,9,3.3,72.5,0.2,17.5,101.62,99.5,0,0,0,6.15
2020-11-12,9.8,3.7,59.5,-1.2,9.5,102.1,99.97,0,0,0,6.75
2020-11-11,18.2,5.5,66,7.8,19.5,101.25,99.17,0.6,0.6,0,11.85
2020-11-10,24.3,7.8,67.5,9.8,12,101.37,99.29,0,0,0,16.05
2020-11-09,19.5,6.9,68.5,7.1,8,102.26,100.16,0,0,0,13.2
2020-11-08,20.1,6.2,66,7.2,7.5,102.6,100.49,0,0,0,13.15
2020-11-07,21,9.4,65.5,8.3,14,102.27,100.17,0,0,0,15.2
2020-11-06,20.8,9.1,63.5,8,15,102.07,99.97,0,0,0,14.95
2020-11-05,19.2,11.4,60,6.8,16.5,102.03,99.94,0,0,0,15.3
2020-11-04,19.6,1.8,71,4.5,16,102.07,99.96,0,0,0,10.7
2020-11-03,7.1,3.8,74.5,0.2,19.5,101.49,99.37,0,0,0,5.44
2020-11-02,7.2,-2.1,67.5,-3.7,39,101.29,99.15,0,0,0,2.54
2020-11-01,11.2,0,74,2.4,28.5,100.92,98.81,3.6,2.2,1,5.6
2020-10-31,6.7,-5.4,68.5,-3.2,13,102.51,100.35,0,0,0,0.64
2020-10-30,2.3,-4.3,74.5,-3.4,18.5,102.11,99.97,0,0,0,-1
2020-10-29,10.8,2.1,81,3.4,15,101.08,98.97,1.6,1.6,0,6.45
2020-10-28,11.8,2.4,67.5,0.6,16.5,101.65,99.53,0,0,0,7.1
2020-10-27,7.3,1.5,84.5,2.7,11.5,102.28,100.14,5.2,5.2,0,4.4
2020-10-26,8.1,2.4,71.5,0.2,12.5,102.12,99.98,1.6,1.6,0,5.25
2020-10-25,6.4,1.8,69.5,-0.8,12.5,102.47,100.32,0,0,0,4.1
2020-10-24,8.4,2.6,68.5,2.6,24.5,101.81,99.7,0,0,0,5.5
2020-10-23,24.7,8.2,80.5,12.4,22,101.27,99.19,2.6,2.6,0,16.45
2020-10-22,12.3,8.5,87,8.8,11.5,102.24,100.12,2,2,0,10.4
2020-10-21,17.2,7.1,80,10.2,19,101.94,99.84,5,5,0,12.14
2020-10-20,11.5,6,77,4.7,14,102.39,100.25,1.2,1.2,0,8.75
2020-10-19,8.1,5.9,90.5,5.2,13,102.36,100.23,8.6,8.6,0,7
2020-10-18,14.2,6.3,73.5,6.2,14.5,102.15,100.05,2,2,0,10.25
2020-10-17,13.5,2.6,58,0.6,15.5,102.35,100.22,0,0,0,8.05
2020-10-16,12.2,2.6,62.5,0.8,17.5,101.9,99.78,0,0,0,7.4
2020-10-15,17.2,6.9,75.5,9,19,100.82,98.75,11.6,11.6,0,12.05
2020-10-14,17.4,6.3,59.5,4,15.5,101.1,99.01,0,0,0,11.85
2020-10-13,18,10.1,67.5,7.5,19,101.19,99.11,7.8,7.8,0,14.05
2020-10-12,16.4,7.6,76.5,7.6,17,101.5,99.41,0.2,0.2,0,12
2020-10-11,11.7,5.4,66.5,3.5,18,102.11,100,0,0,0,8.55
2020-10-10,22.1,7.8,69,10.9,26.5,101.24,99.16,0.4,0.4,0,14.95
2020-10-09,18.3,2.8,73.5,6.3,12,101.59,99.49,0,0,0,10.55
2020-10-08,16.5,5.3,72,5.8,18,101.71,99.61,0.8,0.8,0,10.9
2020-10-07,18.5,9.2,68,8.4,33,100.71,98.63,2.6,2.6,0,13.85
2020-10-06,19.5,7.8,70,7.5,20,101.3,99.21,0,0,0,13.65
2020-10-05,15.1,7.2,75.5,6.2,13.5,102.08,99.97,0,0,0,11.15
2020-10-04,11.4,5.7,91.5,7.1,7.5,102.08,99.97,3.2,3.2,0,8.55
2020-10-03,13,3.3,66.5,3.6,12,102.3,100.18,4,4,0,8.15
2020-10-02,15.5,5.5,72.5,5.2,15,101.69,99.59,0,0,0,10.5
2020-10-01,17.9,8.3,68,7.2,19,100.9,98.82,0,0,0,13.1
2020-09-30,19,10.1,69.5,9.1,22.5,100.16,98.12,5,5,0,14.55
2020-09-29,19,12.8,70,10.3,14.5,100.72,98.66,2.2,2.2,0,15.9
2020-09-28,26.7,14.7,74,16.6,14,100.5,98.47,8.4,8.4,0,20.7
2020-09-27,27.2,19.6,67.5,15.8,18.5,100.8,98.76,0,0,0,23.4
2020-09-26,25.9,12,76,14.3,13,101.27,99.22,0,0,0,18.95
2020-09-25,24.4,14.1,76,14.9,9,101.68,99.61,0,0,0,19.25
2020-09-24,25.1,11.8,70,14.9,8.5,101.39,99.32,2,2,0,18.45
2020-09-23,27.6,12.2,61,10.8,16.5,101.33,99.29,0,0,0,19.89
2020-09-22,21.5,6.7,66.5,7.2,8.5,102.15,100.06,0,0,0,14.1
2020-09-21,19.5,4.1,59.5,5.7,11,103.18,101.06,0,0,0,11.8
2020-09-20,16.8,9.1,50,1.9,12.5,103.38,101.25,0,0,0,12.95
2020-09-19,14.4,3.1,53.5,-1.2,9.5,103.02,100.89,0,0,0,8.75
2020-09-18,15.9,5.3,51.5,-0.4,20,102.46,100.34,0,0,0,10.6
2020-09-17,19.2,7.5,63.5,6.4,15.5,101.81,99.72,0,0,0,13.35
2020-09-16,25.4,14.1,59,11.7,18.5,101.57,99.5,0,0,0,19.75
2020-09-15,19.8,5,66,7.2,13,102.44,100.33,0,0,0,12.4
2020-09-14,17.5,6.7,58.5,5.5,18,102.44,100.34,0,0,0,12.1
2020-09-13,26.1,13.8,72.5,15.7,23.5,101.49,99.43,3.8,3.8,0,19.95
2020-09-12,21.4,10.4,73.5,13,11,102.08,99.99,0,0,0,15.89
2020-09-11,17.6,11.6,68,8.3,11.5,102.8,100.69,0,0,0,14.6
2020-09-10,19.8,13,84,13.3,15,102.5,100.4,0,0,0,16.39
2020-09-09,18.5,13.6,91,14.4,8.5,102.4,100.3,0,0,0,16.05
2020-09-08,16.5,14.4,71,10.3,13.5,101.99,99.91,0,0,0,15.45
2020-09-07,25.2,15.6,76,14.3,25,101.19,99.13,5.2,5.2,0,20.39
2020-09-06,22,9.4,60,9.1,8.5,101.88,99.8,0,0,0,15.7
2020-09-05,21.1,11.5,67,10.6,19.5,102.03,99.94,0,0,0,16.3
2020-09-04,23,12.4,62.5,8.8,25,101.34,99.28,0.2,0.2,0,17.7
2020-09-03,28.6,14.9,63,14.7,21,100.6,98.56,2,2,0,21.75
2020-09-02,28.3,17.8,71.5,16.7,21.5,100.69,98.66,1.6,1.6,0,23.05
2020-09-01,28.1,18.6,74,18.6,14.5,101.3,99.25,10.4,10.4,0,23.35
2020-08-31,25.2,14.5,62.5,13.7,15,101.44,99.37,0,0,0,19.85
2020-08-30,23.7,13.9,66.5,11.6,14,100.99,98.94,0,0,0,18.8
2020-08-29,27,16.2,76,16.4,28,100.04,98.03,1.8,1.8,0,21.6
2020-08-28,24,16.7,77.5,16.2,12,100.85,98.81,0.2,0.2,0,20.35
2020-08-27,30.2,17.9,77.5,18.9,25.5,100.76,98.73,0,0,0,24.04
2020-08-26,21.2,14.1,79,13.8,10.5,101.51,99.44,4.4,4.4,0,17.64
2020-08-25,28,17,64,15.9,23.5,101.32,99.28,0,0,0,22.5
2020-08-24,32.7,20.4,61.5,18.4,15,101.3,99.26,0,0,0,26.55
2020-08-23,31.7,18.4,66.5,17.6,16.5,101.5,99.46,0,0,0,25.04
2020-08-22,31.1,18.9,68,18.9,10.5,101.36,99.32,0,0,0,25
2020-08-21,30.6,17.4,64,14.8,15,101.22,99.17,0,0,0,24
2020-08-20,27.6,11,60.5,11.8,18,101.53,99.46,0,0,0,19.3
2020-08-19,23.7,11.3,61.5,9.3,16,101.69,99.62,0,0,0,17.5
2020-08-18,25,14.1,65.5,12.3,26,101.33,99.26,0.8,0.8,0,19.55
2020-08-17,27.4,15,70.5,15.5,19.5,101.25,99.21,4.8,4.8,0,21.2
2020-08-16,25.8,18.5,73.5,17.6,11,101.33,99.28,1,1,0,22.15
2020-08-15,27.9,17.1,71.5,16.6,12,101.56,99.51,0,0,0,22.5
2020-08-14,28.6,20.8,48,13.2,16,101.88,99.83,0,0,0,24.7
2020-08-13,28.9,19,61.5,15.2,12,102.01,99.95,0,0,0,23.95
2020-08-12,29.8,15.1,54.5,14.1,9.5,101.76,99.72,0,0,0,22.45
2020-08-11,28.9,15.6,63.5,16.1,21,101.19,99.16,0,0,0,22.25
2020-08-10,32.1,21.8,68,20.4,17.5,101.35,99.32,0,0,0,26.95
2020-08-09,30.6,20.4,71,17.6,16.5,101.71,99.66,0,0,0,25.5
2020-08-08,27.1,15.9,62.5,13.8,10,102.02,99.96,0,0,0,21.5
2020-08-07,25.6,14.5,58,11.6,8.5,102.1,100.02,0,0,0,20.05
2020-08-06,23.9,13.3,63.5,11.2,9,102.06,99.98,0,0,0,18.6
2020-08-05,23.9,14.2,65,11.2,18,101.59,99.53,0,0,0,19.04
2020-08-04,24.6,17.7,84,18.9,15.5,101.15,99.11,10.4,10.4,0,21.15
2020-08-03,24.9,17.1,81.5,17.5,12.5,101.34,99.28,26.8,26.8,0,21
2020-08-02,28.4,19.5,79.5,20.1,26,100.62,98.6,37,37,0,23.95
2020-08-01,30,18.7,65,17.4,11,101.28,99.24,3.8,3.8,0,24.35
2020-07-31,28.8,18.1,67,15.7,14.5,101.26,99.22,0,0,0,23.45
2020-07-30,28.1,16.9,58,14.2,16,101.17,99.13,0,0,0,22.5
2020-07-29,30.7,19.5,62.5,15.8,19.5,101.03,99,0.6,0.6,0,25.1
2020-07-28,31.1,17.5,58,13.4,19.5,100.93,98.9,0,0,0,24.3
2020-07-27,32.7,21.8,70.5,20.9,25,100.82,98.81,0.8,0.8,0,27.25
2020-07-26,33.5,19.6,62,16.8,21,101.44,99.39,0,0,0,26.55
2020-07-25,30,17.8,60.5,14.6,10.5,101.87,99.83,0,0,0,23.9
2020-07-24,27.6,17.6,71,16.4,10.5,102.01,99.94,0,0,0,22.6
2020-07-23,27.6,18.4,71.5,17,15.5,101.71,99.65,0,0,0,23
2020-07-22,26.7,20.2,81.5,19.8,11.5,101.43,99.39,9.6,9.6,0,23.45
2020-07-21,26.2,15.3,70.5,15,9,101.76,99.7,0,0,0,20.75
2020-07-20,29.6,17.8,70,17.6,22.5,101.21,99.17,0,0,0,23.7
2020-07-19,31.2,21.9,77,20.9,30,100.89,98.86,9,9,0,26.54
2020-07-18,33.2,20.1,61.5,17.9,16.5,101.53,99.49,0,0,0,26.65
2020-07-17,31.4,20.1,64,17.8,15.5,101.69,99.64,0,0,0,25.75
2020-07-16,25.6,21.7,86,21.1,11.5,101.56,99.52,2.8,2.8,0,23.65
2020-07-15,28.2,18.4,68.5,17.9,11,101.93,99.88,0,0,0,23.29
2020-07-14,26.8,17.4,65,14.7,11.5,101.69,99.62,0,0,0,22.1
2020-07-13,25.3,18,70,15.7,18.5,101.18,99.12,1,1,0,21.65
2020-07-12,27.9,18.2,68,16.3,16,100.67,98.64,0,0,0,23.04
2020-07-11,28.4,20.1,80.5,19,22,100.34,98.31,21,21,0,24.25
2020-07-10,32.3,20.6,73,20.4,18.5,100.91,98.89,16.6,16.6,0,26.45
2020-07-09,34.3,22.5,57.5,19.6,12,101.25,99.23,0,0,0,28.4
2020-07-08,34.6,22.2,66,20,16,101.23,99.21,6.2,6.2,0,28.4
2020-07-07,34,21.6,52,17.9,14,101.35,99.32,0,0,0,27.8
2020-07-06,31.3,20.6,56.5,16,10.5,101.62,99.58,0,0,0,25.95
2020-07-05,34,18.5,37,10.8,12.5,101.47,99.43,0,0,0,26.25
2020-07-04,32,20.2,49,12.2,17.5,101.51,99.47,0,0,0,26.1
2020-07-03,32.4,22.3,53,16.6,22,101.31,99.28,0,0,0,27.35
2020-07-02,35.5,21.1,49.5,14.4,21,101.31,99.28,0,0,0,28.3
2020-07-01,29.9,18.9,61.5,16.1,10.5,101.39,99.35,0,0,0,24.4
2020-06-30,27.5,19.2,66,16.1,11,101.54,99.5,0,0,0,23.35
2020-06-29,32.1,18.8,53,14.4,16.5,101.29,99.25,0,0,0,25.45
2020-06-28,29.3,17.3,68.5,17.1,19,100.83,98.8,0,0,0,23.3
2020-06-27,29.4,19.1,72.5,15.9,20,100.62,98.6,2.8,2.8,0,24.25
2020-06-26,30.2,14.7,55.5,11.1,18,101.14,99.1,0,0,0,22.45
2020-06-25,26.9,10.9,60.5,10.2,19.5,101.14,99.09,0,0,0,18.89
2020-06-24,23.4,15.3,61,10.3,27,100.51,98.47,0,0,0,19.35
2020-06-23,25.5,17.5,82,17.4,20,100.35,98.33,4,4,0,21.5
2020-06-22,30.3,19.6,66.5,18.4,10,101.09,99.06,0.2,0.2,0,24.95
2020-06-21,30.8,19.1,68,18,11.5,101.23,99.19,0,0,0,24.95
2020-06-20,30.6,18.9,61,15.5,10,101.51,99.47,0,0,0,24.75
2020-06-19,29.7,17.6,63,15,9,101.62,99.57,0,0,0,23.65
2020-06-18,29.3,15.3,52,12.2,9,101.87,99.81,0,0,0,22.3
2020-06-17,27.5,12.6,51,9.6,9,102.33,100.25,0,0,0,20.05
2020-06-16,24.4,9.7,51,6.1,10,102.78,100.69,0,0,0,17.04
2020-06-15,21,8.9,49,4.2,13.5,103.09,100.99,0,0,0,14.95
2020-06-14,17.6,8.2,56,3.3,16,103.05,100.92,0,0,0,12.9
2020-06-13,18.7,8,55,2.6,15,102.69,100.58,0,0,0,13.35
2020-06-12,17.9,9.2,55,5.9,24.5,102.09,100,0,0,0,13.55
2020-06-11,24.3,15.4,71.5,13.9,28,101,98.96,0,0,0,19.85
2020-06-10,32.1,16.9,74.5,16.6,21.5,100.61,98.59,24.4,24.4,0,24.5
2020-06-09,31.6,15.6,48,11.3,12,101.19,99.14,0,0,0,23.6
2020-06-08,22.8,10,58.5,7,11.5,101.75,99.67,0,0,0,16.39
2020-06-07,20.9,11.1,57.5,6.7,19.5,101.86,99.77,0,0,0,16
2020-06-06,26.1,13.9,57.5,11.7,21.5,101.24,99.19,0,0,0,20
2020-06-05,28.3,17,67,15.9,11,100.9,98.86,2.6,2.6,0,22.65
2020-06-04,30,15.6,58,13.7,18,100.79,98.75,0,0,0,22.8
2020-06-03,27.4,13.4,69,15.3,18,100.46,98.42,5.4,5.4,0,20.39
2020-06-02,27.2,12.9,68.5,10.5,14.5,101.08,99.02,10.4,10.4,0,20.05
2020-06-01,23.7,7.9,46.5,2.8,23,102.09,99.99,0,0,0,15.8
2020-05-31,16.3,6.6,58.5,2,16,102.26,100.15,0.2,0.2,0,11.45
2020-05-30,18.7,8,74,8.6,22.5,101.67,99.58,0,0,0,13.35
2020-05-29,25.7,11.1,82,15.4,21,100.94,98.89,6.2,6.2,0,18.39
2020-05-28,22.8,18.1,85,17.2,9,101.36,99.31,6.6,6.6,0,20.45
2020-05-27,28.4,19.1,64.5,16.3,10,101.74,99.7,0,0,0,23.75
2020-05-26,31,16.4,69.5,17.3,12,101.83,99.77,0,0,0,23.7
2020-05-25,30.3,18.4,66.5,17.6,10.5,101.56,99.51,0,0,0,24.35
2020-05-24,25.9,15.2,68.5,13.3,15,101.61,99.54,0.4,0.4,0,20.54
2020-05-23,24.9,12.7,68.5,13.2,10.5,101.7,99.62,0,0,0,18.79
2020-05-22,23.9,9.6,46,2.5,9,101.86,99.76,0,0,0,16.75
2020-05-21,20.7,7.5,38.5,-3.1,10.5,102.37,100.27,0,0,0,14.1
2020-05-20,19.2,9.6,48,2.3,14,102.65,100.55,0,0,0,14.39
2020-05-19,17.1,12.4,34.5,-0.4,24,102.24,100.14,0,0,0,14.75
2020-05-18,15.2,11.2,79.5,9.5,23.5,102,99.9,10.8,10.8,0,13.2
2020-05-17,16.3,7.3,66,6.6,16.5,102.21,100.11,2,2,0,11.8
2020-05-16,16.9,7.5,78.5,7.6,13,102.02,99.92,0,0,0,12.2
2020-05-15,19.1,7.7,88.5,11.8,14.5,101.2,99.12,3.4,3.4,0,13.4
2020-05-14,13.2,5.9,66,1.2,8.5,101.94,99.82,3.4,3.4,0,9.55
2020-05-13,12.8,-3,53,-6.5,12.5,102.64,100.5,0,0,0,4.9
2020-05-12,8.6,-3.8,54.5,-5.8,20,102.13,99.99,0,0,0,2.4
2020-05-11,7.8,-1.7,73.5,-2.9,24,101.51,99.38,7.2,4.4,2.8,3.05
2020-05-10,8.2,-1.4,67,-1.4,12,101.49,99.36,0.4,0.4,0,3.39
2020-05-09,6.8,-4.7,58.5,-6.3,28.5,101.56,99.41,0.4,0,0.4,1.04
2020-05-08,4.8,-3.1,50.5,-8.8,24,101.22,99.09,0,0,0,0.84
2020-05-07,13.6,1.1,50,-3.2,24.5,100.94,98.84,0.4,0.4,0,7.35
2020-05-06,12.8,2.6,46,-5.2,12.5,101.33,99.22,0,0,0,7.7
2020-05-05,11.4,-0.7,52,-5.2,12,101.7,99.58,0,0,0,5.35
2020-05-04,11.4,1.8,53.5,-4.1,26,101.39,99.28,0,0,0,6.6
2020-05-03,21,6.6,59,7.2,21.5,100.74,98.67,0,0,0,13.8
2020-05-02,15.6,5.6,63,2.6,15,101.17,99.08,0.6,0.6,0,10.6
2020-05-01,15.7,7,70,5.8,14,101.06,98.97,1.2,1.2,0,11.35
2020-04-30,14.2,9.3,90.5,9.9,21.5,100.48,98.4,6.2,6.2,0,11.75
2020-04-29,14.2,7.9,64.5,3.8,30.5,101.12,99.03,1,1,0,11.05
2020-04-28,13.3,7.3,62.5,1.1,19,101.78,99.67,0,0,0,10.3
2020-04-27,14.3,3.4,50.5,-1.9,20,101.99,99.87,0,0,0,8.85
2020-04-26,11.2,5.9,56,-1.7,30,101.67,99.56,2,2,0,8.55
2020-04-25,13.8,-0.7,46.5,-6.9,17,101.77,99.66,0,0,0,6.55
2020-04-24,10.4,3.8,44.5,-5.4,17,101.22,99.11,0,0,0,7.1
2020-04-23,6.1,-1.7,44.5,-7.3,21,101.45,99.32,0,0,0,2.19
2020-04-22,6.2,-2.7,51.5,-9.4,23.5,101.43,99.29,0,0,0,1.75
2020-04-21,8.1,-2.4,63.5,-3,32.5,100.06,97.95,1,1,0,2.84
2020-04-20,6.9,-3.6,65,-4,14.5,100.53,98.42,0,0,0,1.65
2020-04-19,13.6,-1.5,63,-0.6,26.5,100.69,98.58,0.4,0.4,0,6.05
2020-04-18,11.3,-3,60.5,-2.8,17.5,101.14,99.02,0,0,0,4.15
2020-04-17,6.6,-2.6,53.5,-6.7,19,101.86,99.72,0,0,0,1.99
2020-04-16,4.9,-4.8,57,-7.3,24,102.09,99.94,0,0,0,0.05
2020-04-15,4.4,-4.8,55.5,-8.3,19,101.56,99.42,0,0,0,-0.19
2020-04-14,7,-3.2,61,-5.3,20,101.71,99.58,0,0,0,1.9
2020-04-13,14.8,2,76.5,4.5,33.5,100.2,98.13,12.8,12.8,0,8.4
2020-04-12,13.7,3.9,62.5,0.2,15.5,100.95,98.85,0.6,0.6,0,8.79
2020-04-11,9.4,-2.1,57,-4.1,20,101.32,99.19,0,0,0,3.65
2020-04-10,7.6,0.1,59,-5,31,100.37,98.26,0,0,0,3.84
2020-04-09,9.3,0.9,66.5,0.6,28.5,99.69,97.62,9,8.6,0.4,5.1
2020-04-08,13.9,5.5,68,3.5,16.5,100.2,98.12,1.8,1.8,0,9.69
2020-04-07,14.1,4.1,62,-0.1,17,101.01,98.91,6,6,0,9.1
2020-04-06,14.3,-0.4,57,-2.6,16.5,101.92,99.8,0,0,0,6.95
2020-04-05,10.9,1.3,71.5,2.5,14.5,101.84,99.72,0,0,0,6.1
2020-04-04,11.2,5.4,82,5,11.5,101.75,99.63,0.2,0.2,0,8.3
2020-04-03,11.1,2,69,-0.2,14,101.65,99.53,0,0,0,6.55
2020-04-02,14.5,2.1,40,-8.1,17.5,101.58,99.47,0,0,0,8.3
2020-04-01,10.2,1,53,-3.4,17,101.49,99.37,0,0,0,5.6
2020-03-31,6.6,4.3,87.5,3.2,21,101.63,99.5,0.2,0.2,0,5.44
2020-03-30,8.7,4.8,78,3.5,17.5,101.08,98.99,2,2,0,6.75
2020-03-29,18,5,73.5,7.5,27,100.56,98.47,15.2,15.2,0,11.5
